AAPL,AEP,AMGN,AMZN,BA,BAC,BCH,BHP,BP,BSAC,C,CAT,CHTR,CMCSA,CODI,CSCO,CVX,D,DHR,DIS,DUK,EXC,GD,GE,GOOG,HD,HON,HSBC,IEP,INTC,JNJ,JPM,KO,LMT,MA,MCD,MDT,MMM,MO,MRK,MSFT,NEE,NGG,NVS,ORCL,PCG,PEP,PFE,PG,PM,PPL,REX,SLB,SNY,SO,SRE,T,TSM,UL,UNH,UPS,VZ,WMT,XOM,DATE
0.005374053592150485,0.003188348550015707,-0.005459667267170509,-0.008490221096045247,0.0014820079002315634,0.0017239215722697487,0.02105907591737277,0.00040119207440403315,0.01381962800523473,-0.001971228050751339,-0.005647567602021564,0.009257298072115061,-0.006644470406413028,0.00938677917890085,0.019470371767636108,0.019323779673604546,-0.0017216237187867023,-0.008190998980272424,-0.001858016557729325,0.014095411643928024,-0.004625528289637693,-0.01616340521027637,0.0017650118265017944,0.01089349385420979,0.004313108399231158,0.014238277174922098,-0.0008994058665194871,0.0005091967181583001,-0.002446991942652077,0.02322750121839756,-0.006071359942069754,0.00633426526091263,-0.0062730495646178275,-0.013533127779516763,-0.032901639792408344,0.005564422182684714,-0.0035634113489764196,0.008264631822476831,-0.005602369348647329,0.0010439647919513462,0.02353378791481875,-0.0025444633208467904,0.0034608003914380348,-0.0042969130118982735,0.005800600052906724,0.0007352567300371593,0.0051204473994497235,-0.00910313249378314,-0.00044916849602660847,-0.0017816665807398602,-0.0031232770927471787,-0.008558518067456333,-0.007561903407759862,-0.019608018677279904,-0.0006666093960639996,0.008025045501104389,0.001645898388029865,-0.009049693067378017,-0.008230525907606867,0.014565994857546949,-0.004315242192427848,-0.013088481618513836,-0.010276551585177596,0.00023266227414220353,2012-01-04
0.011101957475727398,0.0012227692434769732,0.010194784735993556,0.0005633614552025268,-0.010762808341529317,0.08605882508856988,-0.021440134146981094,-0.01885287257804591,-0.011173124342274021,-0.0023698215943411816,0.012069722043048348,0.0070638615664395665,0.0029923986065107933,0.008896514466424588,0.013750855851054622,-0.0036860147469782722,-0.009802032892926249,-0.002112273740918824,0.004756641606978862,0.0167311029670405,-0.0004648020656362606,-0.003382400901085547,-0.010569765024069144,-0.0005390282513252354,-0.013871429439057947,0.008189319099997094,0.0010806130830576244,-0.011464746047119778,0.004573717023570012,0.011548945541506095,-0.0012216893039154186,0.020887042120992794,-0.004734587025796988,-0.01038209591400474,-0.010362016770338878,0.0044273332529571885,0.004698588695047468,-0.004514329687787422,0.015140410496323975,0.01043331369355549,0.01021910670249504,0.012754952335738645,-0.031243485253094838,-0.008113226188516842,0.022298772126495114,0.004896142587783148,-0.007791640716933612,-0.007808717548902,-0.004191794252662695,-0.0030592727171794287,0.001392578020613433,0.022716858963534925,-0.021420144771280736,-0.02109580785134435,-0.0013331594609479192,0.004884869905385614,-0.0009858538002361916,0.009132337922564737,-0.002964050822748421,0.006699780005646527,-0.009750441633887719,-0.006886291884896312,-0.004857180665725602,-0.0030227462361006596,2012-01-05
0.010453667990132587,-0.003907143396096768,0.00543391182698949,0.028151568550235595,0.006120165459845284,-0.020602415910679572,0.014289079168083418,-0.012673843004647578,-0.0038415007797591993,-0.0011881166194378512,0.0014027192271584,0.0025125267132779516,-0.006318017080444438,-0.010420848770381741,0.026375147241151753,-0.0036999447304777444,-0.007241144585501624,-0.010200082948854772,-0.005351204094993345,0.010379955950116093,0.0,-0.0038788844967619918,0.00326419378295717,0.005391310434670782,-0.013641592838085304,0.0025528896850972593,-0.007375550799633701,-0.012628724305137284,0.014714412029315449,-0.005905428707995375,-0.008716038866852238,-0.008968978345699763,-0.006342598564983426,-0.0011235762707207941,-0.026928843987066298,0.0077126151928255116,0.014029517317054596,-0.0051312450602917226,-0.0038152679615346408,-0.006969515016274408,0.015534298648884892,-0.010579502343151859,-0.013403259238804366,-0.002610620494065241,0.012787029872257216,0.00024359708236354471,-0.012533816542128706,-0.0013886685177354474,-0.0024050519545535387,-0.014448052992171001,-0.008689940202861623,-0.005330959103639343,-0.004260267517132377,0.005317517822300832,-0.01023553210649586,0.005581703448735986,-0.004609258565899554,-0.008295620300688311,-0.032104515871606565,0.0036125459211375777,0.004923378229690911,-0.0028611590096777606,-0.0070685585352943114,-0.007462538984931877,2012-01-06
-0.0015863094799694055,0.0046577109321876975,-0.008647497493052936,-0.022178346552959027,0.007434455565837883,0.014562797254690008,-0.005048340005332941,0.0035887696047116613,-0.00022720863673264535,0.001981987583102862,0.018564034282560593,0.01399324568973026,0.00229602738551149,0.021061073569470956,0.010279498363404027,0.006366180870856164,0.010894783365881455,-0.001361289813386457,0.005172717452782916,-0.004009079335151711,-0.0018594740923488784,0.0075442692410940815,0.011091220367638543,0.01126017569850557,-0.042398752987555466,0.0006942469462878353,0.008336466978823509,-0.0013053951381120088,0.03974174301286015,0.00871260313483413,0.0015428184301224945,-0.001696680087275193,0.0,0.000750215904756768,0.008456810853918473,-0.009542259735939362,0.006917738949550278,0.005997476239312904,-0.007660104385893818,-0.0020799336242450783,-0.013162164191626746,0.0011882507592584357,0.029717737661917543,-0.005409076164048732,0.005954777931903132,-0.00024353775727636862,0.0051996203219546455,0.011590216269765419,0.0042195876839703494,-0.0028541240107317067,0.009116585445984482,0.008039295812658276,0.015343723931419362,-0.0036190794650412528,0.010566037011509266,0.0005369603012013169,-0.0006741326985267859,0.017490407144642672,0.014742350630372991,-0.0011363076755460666,-0.00040855840713183156,0.0010432348369271427,0.003051399468708471,0.004464526401410263,2012-01-09
0.0035804278928872613,0.006832790411561929,0.02289746365889367,0.004368229785934874,0.006306268718969221,0.057416559278019585,-0.0003537517108980204,0.027643975787710273,0.007260987341559444,0.015429452317905046,0.0316366632865388,0.029453951753318552,-0.0015859057724738612,0.007536847164837601,0.01962194649948068,-0.007380239331745586,-0.003927417111289078,-0.0013625944856857641,0.02387812504514697,-0.0030189125613280243,0.0,-0.006763169026583471,0.02281732413918225,-0.007423466832826242,0.0010924257782218838,0.006939752157039791,0.016894054405490744,0.019341218565437357,-0.005423628593883456,0.004711682785383031,0.004158387411274722,0.021246446007582964,0.005948219902119023,0.007245936965713851,0.008703764946284887,0.0006018430079151038,-0.0050886272024330825,0.0051267877071934365,0.014385760972581485,0.003386666999606991,0.003604650296142431,0.0044074368093685035,0.005359570124836122,-0.0012279242612888153,-0.002219717425293588,0.0019484311311313007,-0.0010652158952246804,0.005499394142547409,-0.004652306728929245,0.005984941894799478,-0.0010426663770476408,0.012848934370324194,0.028044116193787882,0.01313207191911725,-0.0035590220005959905,0.0030426064752513415,0.003371574285195633,0.0291480292013504,0.008777073229298438,-0.0018970185918293359,0.010075207310052514,0.005212627902902112,-0.00236590878488796,0.0025730110668937822,2012-01-10
-0.001630249599974709,-0.0007270852325135246,0.011116117506661416,-0.002453475274501793,-0.0034672028308994074,0.03619932760489508,0.01888553451296815,0.005888870362414034,-0.00743375178413308,0.010389546410063177,0.04233353991540123,-0.003201306492368383,-0.009001029348864265,0.000787580201804694,0.01853136518009557,0.012745517650258442,-0.011828133153584441,-0.0023398253489478327,0.010454427349734674,-0.023467148785267566,-0.0032604917241015885,-0.015077740211797308,0.0022882036725917487,0.00854654899159435,0.004525495228932641,-0.0016077449714828607,-0.0021208442730704657,-0.011538427648339789,-0.0028561931144844843,0.008205893003600195,-0.001073455143740576,0.016921156285585548,-0.018460168173595082,0.001985220640096985,-0.02109893461347845,0.0023069948395493256,0.0023013098043229707,-0.006286709873515317,-0.0024214155399255866,-0.0028557741133370396,-0.004310165048415415,-0.0006751541905583025,-0.005535950343642959,-0.007728836988989518,-0.0029665182517305544,0.012642990166895185,-0.009899318439075655,-0.0018233462449696036,-0.009799251029216083,-0.00931203433924066,-0.018782065484869603,0.0056867525248902595,-0.008339369617219816,-0.011582883494631213,0.006027965348528674,-0.009634777335507771,0.007728552980729608,-0.007988178001838375,-0.037804029975712194,0.00741155978118524,0.005660834392892333,0.00855579691429842,0.006097399229523015,-0.007466600948629609,2012-01-11
-0.0027449898180341714,0.002910675780227967,0.017168707242156467,-0.016601396746440567,0.010302380345997841,-0.01164499004277364,-0.0037069106386603545,0.016365038400583565,0.0031775160646669853,0.007326544842005678,0.01055320883753863,0.023083540682087067,0.023330320979421337,0.0031472631239048976,0.006298763397686313,0.004195134855819793,-0.025981503171359943,-0.004690564497888627,0.01074388184510866,0.0007751501314927634,-0.005607196726616026,-0.007901219022735662,0.012127038231833254,0.002648885114200361,0.005878923824420124,-0.001611261990503654,0.012929628718000963,0.002853435006066052,-0.01041694896944878,-0.0019375681691181645,0.0015348832665853518,0.0051829026698819725,-0.007199100703363381,0.011265018136883853,0.005359005560678254,0.006404405625644483,-0.008675695702952457,0.006088081062457507,0.0,0.00520703306109338,0.010100962795174473,0.003040111172135651,0.0024741779743466807,0.004248460568562429,0.010412898483508792,0.0062428541200680865,-0.005999177562458713,0.004109733511175495,0.001979278767068937,-0.0019583923047507,-0.007444584997080672,-0.0017398231143537224,-0.00655643883962076,-0.002511186968915391,0.001109328628804418,0.00018031765457582338,0.004334806231444777,0.012444948930713462,0.0015592000714832466,-0.002640863710222985,0.0017424257611318161,0.000513929896766685,0.0016833177964639123,-0.003995610691204687,2012-01-12
-0.003749634982662009,0.0004837410666000963,0.00088848688645915,0.014153278925527424,-0.012051494737141066,-0.02650969838198458,-0.007209465460851661,-0.01885072388981157,-0.00972825555896617,0.002296701646018029,-0.027215252871062634,0.005296791815271096,-0.008701705672931603,-0.004706371748390281,-0.004172747289003853,-0.004699710861067463,0.01066955660433444,-0.006479403639282011,-0.006102154676874028,-0.008520267863094788,0.0014094262808930225,-0.010951021620120849,-0.004792809146974886,-0.004754591077200554,-0.00738512617187137,0.0027659904246490896,-0.008567779916223262,-0.0015518341865745633,0.003684230030396085,-0.023689163178084782,0.00046006513153473705,-0.025237425235809297,-0.008583972000074103,-0.002081274510507103,-0.012292538421371235,-0.0021871638656084658,-0.005147764285671985,-0.008068465118985069,0.004161191354709937,-0.007510926534073148,0.008928591360379379,-0.004546570213529888,-0.00658161235068655,-0.0163933134105817,0.006256723349697957,-0.0150324894320083,-0.0034045113814370476,-0.006821425100929757,0.0,0.011380242680804287,0.003214355147393766,0.0008715211846903603,-0.024533621673039074,-0.012027900335023656,0.0035472720277702763,-0.0018014445523185652,-0.001660196066264552,-0.0057845401752381065,-0.019302366554866834,-0.0032157824106151534,-0.007760094095852432,0.0,0.0006725716181921193,0.0016518213189802289,2012-01-13
0.0116483051022791,0.0014500856036556709,0.00695288471608424,0.01815947368207249,0.008579536410816768,-0.01966701067000931,0.0083159814020477,0.017878593025323797,0.01073761361240222,0.029535404060115455,-0.08197753392255425,0.008685062011018818,0.0001755993046212989,0.006304159242477292,-0.004189710581867789,0.013116646122218523,0.005938495745638983,0.003952577766082044,0.006734013934466487,0.0020830300010641345,0.0004696847360821099,-0.004780825109871989,0.012039437998693225,-0.005307628643617446,0.005744075514638958,0.005286027858447895,0.008112344131552263,0.022020688436450886,-0.0039327837625317,-0.003977849709605463,-0.002145184677969869,-0.028118162146201442,0.00537399309551212,0.001472426330375587,0.020319861958669527,0.0019930461508479436,0.009831655916824555,0.007535613230623017,-0.002071768854893241,0.013047691257632277,0.00035401712421667675,0.0005078632518789039,-0.001449357853025579,0.008602051779604158,0.011704569946859644,0.011143377946321253,0.003882416646700415,0.0045789478000966,0.006837950412031724,-0.018365618908327774,-0.005696056582205067,0.035263381929409254,-0.005147636977203662,0.012740617892472716,-0.0017674754913836743,0.0090222699599527,0.005985920918746501,-0.02109088551516336,0.003174461100770909,0.01650858718362458,0.0005388650442181842,0.0025696602831921656,0.0052066720705947755,0.009542271001436786,2012-01-17
0.010383641048554049,0.002655112379057023,0.01689416221883122,0.04282725213287897,-0.002392143049001816,0.04938266696401694,0.029620085864615175,0.026608942497157173,0.007233171062037691,0.024483848354594162,0.028702875512689463,0.013117973038245134,-0.009303187337856955,0.007047641055503151,0.02244006757925021,0.011910773806618646,0.001031085187220171,-0.007282954253924223,0.014754914971126354,0.014033696645764815,0.0,0.0007582870053697288,0.009016711637553687,0.014940961942788933,0.006888573958284683,0.026063065828241694,0.018020101393200427,0.01698367077219487,-0.009739270825710689,0.013977255253463383,0.0024568865020109243,0.046691299269527864,0.0035633458923816086,0.007839228122540343,0.018527458906847594,0.01004434941653809,0.0023055676476935183,0.00997317403559883,0.002076069992043239,0.0012882766519806133,-0.0010616755213354034,0.005916976481187941,0.0037323773506321434,0.020433440013992943,0.02458428492609288,-0.00718744747011546,0.003093198184935808,0.001366859417591293,0.004487566092449713,-0.03478214922948686,0.005728687510406116,0.002943556881716214,0.0442045761552039,0.01621467680809996,0.005753848555212215,-0.006795345915903028,0.002644898885663549,0.02748884536813967,0.012658119295537507,0.006907085903102406,0.009838709457410388,-0.00025652862701086576,0.002672995178852,0.00886958989434472,2012-01-18
